1.710946	2.701493	OTWORZ
3.061693	4.052240	WLACZ
4.772638	5.493037	SWIATLO
5.943286	7.113933	TELEWIZOR
7.474132	8.374630	ZAMKNIJ
8.824878	9.815426	KUCHNI
10.265675	10.715924	NA
11.166173	12.336820	DRZWI
12.336820	13.597517	LAZIENCE
13.957716	15.038313	WYLACZ
15.038313	16.208960	W
16.659209	17.469657	OKNO
17.919906	18.910454	PIEKARNIK
19.450753	20.171151	ROLETY
20.531350	21.611947	TEMPERATURE
21.972146	22.962694	RADIO
22.962694	23.593042	DO
23.953242	25.123889	POKOJU
25.123889	26.204486	USTAW
26.204486	27.645283	SYPIALNI
27.645283	28.725880	PRALKE
28.725880	29.896527	GARAZU
30.436826	31.067174	ALARM
31.427373	32.417921	BRAME
32.417921	33.228369	CZAJNIK
33.588568	34.399016	ZGAS
34.399016	35.929862	ZAPAL
35.569663	36.740310	SALONIE
36.740310	37.820908	WODE
37.820908	38.541306	KOMPUTER
39.171654	40.072152	PODNIES
40.072152	41.062700	ZWIEKSZ
41.512949	42.593546	OGRZEWANIE
42.593546	43.854243	PRZEDPOKOJU
44.394542	45.565189	KLIMATYZACJE
45.565189	46.465687	ZMIEN
47.005985	47.816433	OKNA
48.176633	48.987081	MUZYKE
48.987081	50.517927	ZMYWARKE
50.517927	51.868673	PIWNICY
51.868673	53.039321	ZMNIEJSZ
53.039321	54.300018	ZASLON
54.300018	55.380615	KANAL
55.380615	56.551262	OPUSC
56.551262	57.541810	ZASUN
57.902009	58.892556	LODOWKE
58.892556	60.513452	ZAGOTUJ
60.513452	61.413950	PODLEJ
61.413950	62.584597	BUDZIK
62.944796	63.755245	ZALUZJE
63.755245	65.105991	PODGLOSNIJ
65.105991	66.276638	KAWE
66.276638	67.177136	O
67.627385	68.527883	ODSLON
68.527883	69.608480	EKSPRES
70.148779	71.049277	JEDEN
71.049277	72.039824	KORYTARZU
72.490073	73.300521	GARAZ
73.300521	74.651268	STRYCHU
74.651705	75.822040	PRZYCIEMNIJ
77.082612	77.983110	UCHYL
77.983110	79.063707	ROZJASNIJ
79.063707	80.324404	ZABLOKUJ
80.684603	81.765201	STOPNI
81.765201	82.845798	ZROB
82.845798	83.566196	DOMU
84.106495	84.916943	HERBATE
85.367192	86.087590	PRZYGOTUJ
86.087590	87.348287	SCHODACH
87.348287	88.158735	PODAJ
88.699034	89.779631	SUSZARKE
89.779631	90.950278	WEJSCIOWE
90.950278	92.301025	LAZIENKI
92.751274	93.561722	WODY
94.372170	95.542817	ZEWNATRZ
95.542817	96.533365	DWA
96.893564	97.794061	ZADZWON
97.794061	98.964709	SPUSC
98.964709	100.045306	CZTERY
100.045306	101.215953	GLOSNIEJ
101.215953	102.476650	PROGRAM
102.476838	103.287223	SCISZ
103.737347	104.637845	STOPIEN
104.637845	105.538343	Z
105.988592	106.889089	GARDEROBIE
106.889089	107.969687	ZAKREC
108.329886	109.320433	LAMPKE
109.320433	110.671180	TARASIE
110.671180	111.571678	LOZKO
111.571678	112.742325	GABINECIE
113.102524	114.093072	KWIATKI
114.093072	115.533868	OSWIETLENIE
115.533868	116.704515	TRZY
116.704515	117.875163	STACJE
117.334864	118.955760	ODBLOKUJ
119.315959	120.216457	PALNIK
120.216457	121.207004	CISZEJ
121.207004	122.287602	OKAP
