0.629165	1.470191	OTWORZ
2.362577	3.126563	WLACZ
3.762147	4.583913	SWIATLO
5.399259	6.317326	TELEWIZOR
7.196872	7.986538	ZAMKNIJ
8.750523	9.610810	KUCHNI
10.246394	10.631597	NA
11.549664	11.986227	DRZWI
12.965284	13.732479	LAZIENCE
14.849568	15.549353	WYLACZ
16.534830	16.971393	W
18.335653	18.958397	OKNO
19.751273	20.630819	PIEKARNIK
21.394805	22.149160	ROLETY
22.881046	23.795902	TEMPERATURE
24.611248	25.208313	RADIO
25.940198	26.360711	DO
27.304458	27.946462	POKOJU
29.028240	29.657405	USTAW
30.572261	31.474278	SYPIALNI
32.462965	33.188430	PRALKE
34.286258	34.992463	GARAZU
35.900900	36.533275	ALARM
37.534802	38.237797	BRAME
39.226484	39.939109	CZAJNIK
40.863596	41.540911	ZGAS
42.693309	43.473345	ZAPAL
44.407462	45.219598	SALONIE
46.214705	46.933750	WODE
47.761936	48.631852	KOMPUTER
49.646220	50.477616	PODNIES
51.199871	52.031267	ZWIEKSZ
52.846613	53.761469	OGRZEWANIE
54.669906	55.610443	PRZEDPOKOJU
56.528509	57.626337	KLIMATYZACJE
58.518724	59.179989	ZMIEN
60.162256	60.874881	OKNA
61.677387	62.415692	MUZYKE
63.195728	64.133055	ZMYWARKE
65.076801	65.898567	PIWNICY
66.649713	67.509999	ZMNIEJSZ
68.456956	69.259462	ZASLON
70.164688	70.877313	KANAL
71.878841	72.633196	OPUSC
73.560893	74.363399	ZASUN
75.072814	75.994090	LODOWKE
76.912157	77.878374	ZAGOTUJ
78.899161	79.643887	PODLEJ
80.594054	81.264949	BUDZIK
82.192645	83.049722	ZALUZJE
83.887538	84.815234	PODGLOSNIJ
85.685151	86.333575	KAWE
87.537334	87.867966	O
88.927274	89.675210	ODSLON
90.513026	91.402202	EKSPRES
92.098777	92.817822	JEDEN
93.527237	94.384314	KORYTARZU
94.865817	95.674743	GARAZ
96.374528	97.167404	STRYCHU
97.941019	98.801306	PRZYCIEMNIJ
101.385374	102.014539	UCHYL
102.916555	103.866722	ROZJASNIJ
104.476627	105.510254	ZABLOKUJ
106.165099	107.083166	STOPNI
107.728380	108.360755	ZROB
109.188941	109.856626	DOMU
110.578881	111.384597	HERBATE
112.033021	112.896518	PRZYGOTUJ
113.618773	114.446959	SCHODACH
115.499847	116.084071	PODAJ
116.809536	117.782173	SUSZARKE
118.690610	119.721027	WEJSCIOWE
120.533163	121.441600	LAZIENKI
122.375716	123.091552	WODY
124.051348	125.023986	ZEWNATRZ
125.881062	126.558377	DWA
127.470023	128.294999	ZADZWON
129.180966	129.944951	SPUSC
131.004259	131.809975	CZTERY
132.837182	133.732779	GLOSNIEJ
134.541704	135.302480	PROGRAM
136.185236	136.923542	SCISZ
137.880129	138.782145	STOPIEN
139.546131	140.027634	Z
140.910391	141.873398	GARDEROBIE
142.775414	143.642120	ZAKREC
144.229555	145.080211	LAMPKE
145.943707	146.752633	TARASIE
147.523038	148.267764	LOZKO
148.967549	149.904876	GABINECIE
150.665651	151.493837	KWIATKI
152.248193	153.224040	OSWIETLENIE
153.904565	154.450269	TRZY
155.246354	156.190101	STACJE
157.294349	158.122535	ODBLOKUJ
158.770960	159.538156	PALNIK
160.141640	160.844635	CISZEJ
161.412809	161.929623	OKAP
