0.766259	1.648617	OTWORZ
2.751565	3.668753	WLACZ
4.527891	5.572789	SWIATLO
6.548027	7.685805	TELEWIZOR
8.719093	9.926531	ZAMKNIJ
10.878549	11.760907	KUCHNI
12.747755	13.212154	NA
14.349932	15.011701	DRZWI
16.195918	17.345306	LAZIENCE
18.343764	19.423492	WYLACZ
20.236190	20.561270	W
21.826757	22.546576	OKNO
23.370884	24.589932	PIEKARNIK
25.507120	26.482358	ROLETY
27.434376	28.792744	TEMPERATURE
29.733152	30.569070	RADIO
31.346939	31.788118	DO
33.297415	34.226213	POKOJU
35.468481	36.257959	USTAW
37.291247	38.521905	SYPIALNI
39.613243	40.611701	PRALKE
41.552109	42.469297	GARAZU
43.688345	44.605533	ALARM
45.615601	46.602449	BRAME
47.658957	48.796735	CZAJNIK
49.574603	50.456961	ZGAS
51.432200	52.384218	ZAPAL
53.127256	54.241814	SALONIE
55.193832	56.064580	WODE
57.016599	58.096327	KOMPUTER
59.303764	60.244172	PODNIES
60.998821	62.171429	ZWIEKSZ
63.065397	64.179955	OGRZEWANIE
65.073923	66.409070	PRZEDPOKOJU
67.546848	69.137415	KLIMATYZACJE
70.391293	71.262041	ZMIEN
72.573968	73.282177	OKNA
74.269025	75.174603	MUZYKE
76.265941	77.496599	ZMYWARKE
78.564717	79.632834	PIWNICY
80.503583	81.652971	ZMNIEJSZ
82.709478	83.824036	ZASLON
84.729615	85.565533	KANAL
86.796190	87.783039	OPUSC
88.653787	89.629025	ZASUN
90.441723	91.567891	LODOWKE
92.531519	93.727347	ZAGOTUJ
94.749025	95.642993	PODLEJ
96.653061	97.628299	BUDZIK
98.638367	99.660045	ZALUZJE
100.832653	102.063311	PODGLOSNIJ
103.143039	103.932517	KAWE
105.314104	105.685624	O
107.113651	108.135329	ODSLON
108.971247	110.039365	EKSPRES
110.805624	111.618322	JEDEN
112.523900	113.580408	KORYTARZU
114.590476	115.438005	GARAZ
116.227483	117.191111	STRYCHU
118.108299	119.315737	PRZYCIEMNIJ
120.662494	121.730612	PRZYCISZ
123.344399	124.110658	UCHYL
125.619955	126.850612	ROZJASNIJ
127.907120	129.184218	ZABLOKUJ
130.403265	131.390113	STOPNI
132.516281	133.421859	ZROB
134.640907	135.325896	DOMU
136.533333	137.566621	HERBATE
138.681179	139.621587	SPRAWDZ
140.631655	141.699773	PRZYGOTUJ
142.744671	143.708299	SCHODACH
144.846077	145.623946	PODAJ
147.110023	148.282630	SUSZARKE
149.594558	150.894875	WEJSCIOWE
152.288073	153.483900	LAZIENKI
154.691338	155.469206	WODY
156.827574	158.000181	ZEWNATRZ
158.894150	159.521088	DWA
160.949116	161.935964	ZADZWON
162.934422	163.921270	SPUSC
165.024218	165.894966	CZTERY
167.009524	168.147302	GLOSNIEJ
169.227029	170.283537	PROGRAM
171.223946	172.245624	SCISZ
173.650431	174.730159	STOPIEN
175.577687	176.065306	Z
177.319184	178.689161	GARDEROBIE
179.826939	181.127256	ZAKREC
182.032834	183.112562	LAMPKE
184.505760	185.562268	TARASIE
186.862585	187.686893	LOZKO
188.963991	190.171429	GABINECIE
191.285986	192.354104	KWIATKI
193.306122	194.629660	OSWIETLENIE
195.674558	196.220227	TRZY
197.566984	198.635102	STACJE
199.726440	200.899048	ODBLOKUJ
201.839456	202.849524	PALNIK
203.778322	204.904490	CISZEJ
205.589478	206.529887	OKAP
