1.097188	1.795398	otworz
2.334018	3.032228	wlacz
3.550899	4.448598	swiatlo
5.067013	5.944764	telewizor
7.022003	7.879804	zamknij
8.976992	9.695151	kuchni
10.453209	10.912033	na
12.288505	12.906920	drzwi
13.764721	14.602574	lazience
15.460375	16.118688	wylacz
16.856796	17.235825	w
18.233268	18.871632	okno
19.629689	20.347849	piekarnik
21.185701	21.883912	rolety
22.861406	23.898748	temperature
24.676754	25.355015	radio
26.312561	26.771385	do
27.828675	28.486988	pokoju
29.384687	30.182642	ustaw
31.120239	31.997990	sypialni
33.115126	33.873183	pralke
35.947866	36.745821	garazu
37.783162	38.321782	alarm
39.159634	39.797998	brame
40.875237	41.513601	czajnik
42.431249	43.069613	zgas
44.027159	44.745318	zapal
45.583171	46.421023	salonie
47.378569	48.036882	wode
48.974479	49.812332	komputer
50.869622	51.587781	podnies
52.465531	53.343282	zwieksz
54.041492	54.919243	ogrzewanie
55.976533	56.954027	przedpokoju
57.931522	59.168352	klimatyzacje
59.946358	60.524875	zmien
61.502370	62.140734	okna
62.799047	63.716695	muzyke
64.534599	65.551991	zmywarke
66.629230	67.487032	piwnicy
68.524373	69.382174	zmniejsz
70.459413	71.337164	zaslon
72.334607	72.933073	kanal
74.249699	74.987807	opusc
76.244586	77.002643	zasun
78.239473	79.177070	lodowke
80.314156	81.291650	zagotuj
82.309043	82.967356	podlej
84.244083	85.022089	budzik
86.378613	87.316210	zaluzje
88.533091	89.550483	podglosnij
90.926955	91.565319	kawe
92.762251	93.141280	o
94.577599	95.415451	odslon
96.732077	97.609827	ekspres
98.826708	99.524919	jeden
100.981186	101.799090	korytarzu
103.315204	103.993466	garaz
105.349989	106.227740	strychu
107.763803	108.721348	przyciemnij
113.050253	113.648720	uchyl
115.045141	115.982738	rozjasnij
117.239516	118.197062	zablokuj
119.533637	120.331591	stopni
121.708064	122.246683	zrob
123.702951	124.321366	domu
125.737736	126.595537	herbate
130.066641	131.004238	przygotuj
132.141323	132.979176	schodach
134.415495	135.053858	podaj
136.450279	137.447723	suszarke
138.804246	139.821639	wejsciowe
141.477395	142.494787	lazienki
143.552078	144.210390	wody
145.626760	146.444664	zewnatrz
147.701443	148.359756	dwa
149.816023	150.574080	zadzwon
151.990450	152.748507	spusc
154.224724	154.843139	cztery
156.359253	157.356697	glosniej
158.713220	159.411430	program
160.787902	161.466164	scisz
162.942381	163.680489	stopien
165.017063	165.475887	z
167.071797	168.149036	garderobie
169.485610	170.263616	zakrec
171.779730	172.577685	lampke
174.093800	174.831908	tarasie
176.367971	177.126028	lozko
178.721938	179.619637	gabinecie
181.075905	181.833962	kwiatki
183.330127	184.407366	oswietlenie
185.923480	186.462100	trzy
188.038061	188.816067	stacje
190.352130	191.269778	odblokuj
192.666199	193.344460	palnik
194.760830	195.478990	ciszej
196.855462	197.553672	okap
